Collection,Box,Position,Stamp,Ballot id,Number of ballots,Required Contests,Possible Contests,Comments
pbc1,box1,1,stmp000017,bid1,1,,
pbc1,box1,2,stmp000034,bid2,1,,
pbc1,box1,3,stmp000051,bid3,1,,
pbc1,box1,4,stmp000068,bid4,1,,
pbc1,box1,5,stmp000085,bid5,1,,
pbc1,box1,6,stmp000102,bid6,1,,
pbc1,box1,7,stmp000119,bid7,1,,
pbc1,box1,8,stmp000136,bid8,1,,
pbc1,box1,9,stmp000153,bid9,1,,
pbc1,box1,10,stmp000170,bid10,1,,
pbc1,box1,11,stmp000187,bid11,1,,
pbc1,box1,12,stmp000204,bid12,1,,
pbc1,box1,13,stmp000221,bid13,1,,
pbc1,box1,14,stmp000238,bid14,1,,
pbc1,box1,15,stmp000255,bid15,1,,
pbc1,box1,16,stmp000272,bid16,1,,
pbc1,box1,17,stmp000289,bid17,1,,
pbc1,box1,18,stmp000306,bid18,1,,
pbc1,box1,19,stmp000323,bid19,1,,
pbc1,box1,20,stmp000340,bid20,1,,
pbc1,box1,21,stmp000357,bid21,1,,
pbc1,box1,22,stmp000374,bid22,1,,
pbc1,box1,23,stmp000391,bid23,1,,
pbc1,box1,24,stmp000408,bid24,1,,
pbc1,box1,25,stmp000425,bid25,1,,
pbc1,box1,26,stmp000442,bid26,1,,
pbc1,box1,27,stmp000459,bid27,1,,
pbc1,box1,28,stmp000476,bid28,1,,
pbc1,box1,29,stmp000493,bid29,1,,
pbc1,box1,30,stmp000510,bid30,1,,
pbc1,box1,31,stmp000527,bid31,1,,
pbc1,box1,32,stmp000544,bid32,1,,
pbc1,box1,33,stmp000561,bid33,1,,
pbc1,box1,34,stmp000578,bid34,1,,
pbc1,box1,35,stmp000595,bid35,1,,
pbc1,box1,36,stmp000612,bid36,1,,
pbc1,box1,37,stmp000629,bid37,1,,
pbc1,box1,38,stmp000646,bid38,1,,
pbc1,box1,39,stmp000663,bid39,1,,
pbc1,box1,40,stmp000680,bid40,1,,
pbc1,box1,41,stmp000697,bid41,1,,
pbc1,box1,42,stmp000714,bid42,1,,
pbc1,box1,43,stmp000731,bid43,1,,
pbc1,box1,44,stmp000748,bid44,1,,
pbc1,box1,45,stmp000765,bid45,1,,
pbc1,box1,46,stmp000782,bid46,1,,
pbc1,box1,47,stmp000799,bid47,1,,
pbc1,box1,48,stmp000816,bid48,1,,
pbc1,box1,49,stmp000833,bid49,1,,
pbc1,box1,50,stmp000850,bid50,1,,
pbc1,box1,51,stmp000867,bid51,1,,
pbc1,box1,52,stmp000884,bid52,1,,
pbc1,box1,53,stmp000901,bid53,1,,
pbc1,box1,54,stmp000918,bid54,1,,
pbc1,box1,55,stmp000935,bid55,1,,
pbc1,box1,56,stmp000952,bid56,1,,
pbc1,box1,57,stmp000969,bid57,1,,
pbc1,box1,58,stmp000986,bid58,1,,
pbc1,box1,59,stmp001003,bid59,1,,
pbc1,box1,60,stmp001020,bid60,1,,
pbc1,box1,61,stmp001037,bid61,1,,
pbc1,box1,62,stmp001054,bid62,1,,
pbc1,box1,63,stmp001071,bid63,1,,
pbc1,box1,64,stmp001088,bid64,1,,
pbc1,box1,65,stmp001105,bid65,1,,
pbc1,box1,66,stmp001122,bid66,1,,
pbc1,box1,67,stmp001139,bid67,1,,
